Date,BNB-USD,BTC-USD,ETH-USD
2021-12-23,548.725830078125,50784.5390625,4108.015625
2021-12-24,541.9020385742188,50822.1953125,4047.98291015625
2021-12-25,547.3262329101562,50429.859375,4093.281005859375
2021-12-26,546.9949951171875,50809.515625,4067.328125
2021-12-27,562.6414794921875,50640.41796875,4037.547607421875
2021-12-28,534.9280395507812,47588.85546875,3800.89306640625
2021-12-29,514.0007934570312,46444.7109375,3628.53173828125
2021-12-30,518.9097290039062,47178.125,3713.85205078125
2021-12-31,511.70831298828125,46306.4453125,3682.6328125
2022-01-01,527.3527221679688,47686.8125,3769.697021484375
2022-01-02,531.3966674804688,47345.21875,3829.56494140625
2022-01-03,512.135986328125,46458.1171875,3761.38037109375
2022-01-04,507.506103515625,45897.57421875,3794.056640625
2022-01-05,475.05694580078125,43569.00390625,3550.386962890625
2022-01-06,473.2756042480469,43160.9296875,3418.408203125
2022-01-07,447.7884826660156,41557.90234375,3193.21044921875
2022-01-08,430.24615478515625,41733.94140625,3091.97265625
2022-01-09,438.8030700683594,41911.6015625,3157.75146484375
2022-01-10,424.93377685546875,41821.26171875,3083.097900390625
2022-01-11,463.518310546875,42735.85546875,3238.111572265625
2022-01-12,487.0074157714844,43949.1015625,3372.25830078125
2022-01-13,475.02911376953125,42591.5703125,3248.28857421875
2022-01-14,489.867431640625,43099.69921875,3310.00146484375
2022-01-15,494.9880676269531,43177.3984375,3330.53076171875
2022-01-16,498.42791748046875,43113.87890625,3350.921875
2022-01-17,475.7098693847656,42250.55078125,3212.304931640625
2022-01-18,472.00506591796875,42375.6328125,3164.025146484375
2022-01-19,462.82208251953125,41744.328125,3095.825927734375
2022-01-20,440.00543212890625,40680.41796875,3001.1201171875
2022-01-21,383.07391357421875,36457.31640625,2557.931640625
2022-01-22,358.0961608886719,35030.25,2405.18115234375
2022-01-23,383.9339599609375,36276.8046875,2535.0390625
2022-01-24,371.36895751953125,36654.328125,2440.352294921875
2022-01-25,384.6193542480469,36954.00390625,2455.93505859375
2022-01-26,375.7554626464844,36852.12109375,2468.0302734375
2022-01-27,390.0882873535156,37138.234375,2423.001220703125
2022-01-28,386.0843811035156,37784.33203125,2547.092041015625
2022-01-29,389.1327819824219,38138.1796875,2597.084716796875
2022-01-30,377.6129150390625,37917.6015625,2603.466552734375
2022-01-31,375.2773132324219,38483.125,2688.27880859375
2022-02-01,385.46380615234375,38743.2734375,2792.1171875
2022-02-02,367.4716796875,36952.984375,2682.85400390625
2022-02-03,370.87774658203125,37154.6015625,2679.16259765625
2022-02-04,399.02960205078125,41500.875,2983.5869140625
2022-02-05,414.20001220703125,41441.1640625,3014.648193359375
2022-02-06,419.5455627441406,42412.43359375,3057.47607421875
2022-02-07,433.2292785644531,43840.28515625,3142.470703125
2022-02-08,408.7767639160156,44118.4453125,3122.608642578125
2022-02-09,422.4655456542969,44338.796875,3239.45703125
2022-02-10,415.1192321777344,43565.11328125,3077.482177734375
2022-02-11,400.4223937988281,42407.9375,2927.383544921875
2022-02-12,403.3897399902344,42244.46875,2917.36279296875
2022-02-13,398.88677978515625,42197.515625,2883.46337890625
2022-02-14,403.6607971191406,42586.91796875,2933.47900390625
2022-02-15,432.4093933105469,44575.203125,3179.877197265625
2022-02-16,427.9181213378906,43961.859375,3127.830078125
2022-02-17,402.4500427246094,40538.01171875,2881.48193359375
2022-02-18,399.5691833496094,40030.9765625,2785.7275390625
2022-02-19,400.0435791015625,40122.15625,2763.701171875
2022-02-20,380.825927734375,38431.37890625,2628.6484375
2022-02-21,356.6612548828125,37075.28125,2573.816162109375
2022-02-22,374.3074645996094,38286.02734375,2639.29931640625
2022-02-23,366.53948974609375,37296.5703125,2590.359619140625
2022-02-24,361.2346496582031,38332.609375,2598.067138671875
2022-02-25,374.9149475097656,39214.21875,2764.53564453125
2022-02-26,373.6387634277344,39105.1484375,2781.11181640625
2022-02-27,360.5310363769531,37709.78515625,2621.8017578125
2022-02-28,395.6124267578125,43193.234375,2919.201171875
2022-03-01,408.4822998046875,44354.63671875,2972.485107421875
